"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Rice J.S.; Emanuel R.E.","Rice, Joshua S. (56123781900); Emanuel, Ryan E. (16244595900)","56123781900; 16244595900","Ecohydrology of Interannual Changes in Watershed Storage","2019","Water Resources Research","55","10","","8238","8251","13","17","10.1029/2019WR025164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074610023&doi=10.1029%2f2019WR025164&partnerID=40&md5=d330d2614feadebee16bec2564a033eb","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074610023"
"Filhol S.; Perret A.; Girod L.; Sutter G.; Schuler T.V.; Burkhart J.F.","Filhol, S. (56913460200); Perret, A. (57210883736); Girod, L. (56592624500); Sutter, G. (57210886442); Schuler, T.V. (57189595246); Burkhart, J.F. (15833742800)","56913460200; 57210883736; 56592624500; 57210886442; 57189595246; 15833742800","Time-Lapse Photogrammetry of Distributed Snow Depth During Snowmelt","2019","Water Resources Research","55","9","","7916","7926","10","11","10.1029/2018WR024530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071778226&doi=10.1029%2f2018WR024530&partnerID=40&md5=6d9be116c4fe0292c001b80f2492995c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071778226"
"Li X.; Long D.; Han Z.; Scanlon B.R.; Sun Z.; Han P.; Hou A.","Li, Xueying (57194090108); Long, Di (7401958053); Han, Zhongying (57188855729); Scanlon, Bridget R. (7003345902); Sun, Zhangli (57192691454); Han, Pengfei (57194500504); Hou, Aizhong (55248393800)","57194090108; 7401958053; 57188855729; 7003345902; 57192691454; 57194500504; 55248393800","Evapotranspiration Estimation for Tibetan Plateau Headwaters Using Conjoint Terrestrial and Atmospheric Water Balances and Multisource Remote Sensing","2019","Water Resources Research","55","11","","8608","8630","22","80","10.1029/2019WR025196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074784182&doi=10.1029%2f2019WR025196&partnerID=40&md5=7c7c3732c0aa7d67573ea88ca27274ea","Article","Final","","Scopus","2-s2.0-85074784182"
"Girona-Mata M.; Miles E.S.; Ragettli S.; Pellicciotti F.","Girona-Mata, Marc (57210442022); Miles, Evan S. (55657006200); Ragettli, Silvan (55113746900); Pellicciotti, Francesca (6506484654)","57210442022; 55657006200; 55113746900; 6506484654","High-Resolution Snowline Delineation From Landsat Imagery to Infer Snow Cover Controls in a Himalayan Catchment","2019","Water Resources Research","55","8","","6754","6772","18","21","10.1029/2019WR024935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070780619&doi=10.1029%2f2019WR024935&partnerID=40&md5=88a8383d13545350fd238746ece8a9de","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85070780619"
"Bertin S.; Friedrich H.","Bertin, Stéphane (57211317560); Friedrich, Heide (23012109000)","57211317560; 23012109000","Effects of Sand Addition and Bed Flushing on Gravel Bed Surface Microtopography and Roughness","2019","Water Resources Research","55","10","","8076","8095","19","4","10.1029/2018WR024615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074250378&doi=10.1029%2f2018WR024615&partnerID=40&md5=93c8b3af46ffddeeec430a4bc72c93f1","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074250378"
"Selker J.S.","Selker, John S. (7004454874)","7004454874","Further Analysis of the Development of Vadose Water Profiles Over Deep Aquifers With Minimal Recharge","2019","Water Resources Research","55","10","","7929","7938","9","0","10.1029/2018WR023424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073942630&doi=10.1029%2f2018WR023424&partnerID=40&md5=f8eaa661740a9b1955f0b40f4fa54f9c","Article","Final","","Scopus","2-s2.0-85073942630"
"Mendicino G.; Colosimo F.","Mendicino, G. (6603130430); Colosimo, F. (57214286564)","6603130430; 57214286564","Analysis of Flow Resistance Equations in Gravel-Bed Rivers With Intermittent Regimes: Calabrian fiumare Data Set","2019","Water Resources Research","55","8","","7294","7319","25","13","10.1029/2019WR024819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071381561&doi=10.1029%2f2019WR024819&partnerID=40&md5=247894b8ca34ce4f7efa1ad5ead5a434","Article","Final","","Scopus","2-s2.0-85071381561"
"Zheng L.; Cardenas M.B.; Wang L.; Mohrig D.","Zheng, Lizhi (57188758517); Cardenas, M. Bayani (56377586600); Wang, Lichun (55545037900); Mohrig, David (6602702339)","57188758517; 56377586600; 55545037900; 6602702339","Ripple Effects: Bed Form Morphodynamics Cascading Into Hyporheic Zone Biogeochemistry","2019","Water Resources Research","55","8","","7320","7342","22","28","10.1029/2018WR023517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071375694&doi=10.1029%2f2018WR023517&partnerID=40&md5=c2ed49cd52a740b7eaf7237601ffa35f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85071375694"
"Meyer J.; Skiles S.M.","Meyer, Joachim (57210428885); Skiles, S. McKenzie (15073467600)","57210428885; 15073467600","Assessing the Ability of Structure From Motion to Map High-Resolution Snow Surface Elevations in Complex Terrain: A Case Study From Senator Beck Basin, CO","2019","Water Resources Research","55","8","","6596","6605","9","16","10.1029/2018WR024518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070721243&doi=10.1029%2f2018WR024518&partnerID=40&md5=0162b209833d1765f4148302c72c4470","Article","Final","","Scopus","2-s2.0-85070721243"
"Minto J.M.; Lunn R.J.; El Mountassir G.","Minto, James M. (57192316811); Lunn, Rebecca J. (55935507200); El Mountassir, Gráinne (37076988600)","57192316811; 55935507200; 37076988600","Development of a Reactive Transport Model for Field-Scale Simulation of Microbially Induced Carbonate Precipitation","2019","Water Resources Research","55","8","","7229","7245","16","48","10.1029/2019WR025153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070986573&doi=10.1029%2f2019WR025153&partnerID=40&md5=880d1b5a5b4c3725494cbf6759bf38f1","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85070986573"
"Feng M.; Liu P.; Cai X.; Wallington K.; Shi L.; Li Y.","Feng, Maoyuan (56708032900); Liu, Pan (56488934500); Cai, Ximing (7401847849); Wallington, Kevin (57197760956); Shi, Liangsheng (9237930900); Li, Yu (36570524800)","56708032900; 56488934500; 7401847849; 57197760956; 9237930900; 36570524800","Understanding the Resilience of Soil Moisture Regimes","2019","Water Resources Research","55","9","","7541","7563","22","5","10.1029/2018WR024495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071739944&doi=10.1029%2f2018WR024495&partnerID=40&md5=1e5ff42cd229acecca1bb38577a0187c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85071739944"
"Zhang L.; Zhang C.; Zhang K.; Zhang L.; Yao J.; Sun H.; Yang Y.","Zhang, Liming (55957773500); Zhang, Chuangde (57211667845); Zhang, Kai (55769748056); Zhang, Lei (56086013600); Yao, Jun (35090604500); Sun, Hai (57195471338); Yang, Yongfei (7409389696)","55957773500; 57211667845; 55769748056; 56086013600; 35090604500; 57195471338; 7409389696","Pore-Scale Investigation of Methane Hydrate Dissociation Using the Lattice Boltzmann Method","2019","Water Resources Research","55","11","","8422","8444","22","39","10.1029/2019WR025195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074787225&doi=10.1029%2f2019WR025195&partnerID=40&md5=c2ba9ce0c5c9a1d35b749acc920effbc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074787225"
"Vora H.B.; Dugan B.","Vora, Harsh Biren (57210440865); Dugan, Brandon (6603333676)","57210440865; 6603333676","Porosity-Permeability Relationships in Mudstone from Pore-Scale Fluid Flow Simulations using the Lattice Boltzmann Method","2019","Water Resources Research","55","8","","7060","7071","11","3","10.1029/2019WR024985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070947638&doi=10.1029%2f2019WR024985&partnerID=40&md5=e84d0c63e834eb4615606f41cf5d6d71","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070947638"
"Erler A.R.; Frey S.K.; Khader O.; d'Orgeville M.; Park Y.-J.; Hwang H.-T.; Lapen D.R.; Peltier W.R.; Sudicky E.A.","Erler, Andre R. (35765258000); Frey, Steven K. (54583486300); Khader, Omar (56111991600); d'Orgeville, Marc (8564095500); Park, Young-Jin (35430542800); Hwang, Hyoun-Tae (55458950300); Lapen, David R. (6603694427); Peltier, W. Richard (7102011703); Sudicky, Edward A. (7004382796)","35765258000; 54583486300; 56111991600; 8564095500; 35430542800; 55458950300; 6603694427; 7102011703; 7004382796","Evaluating Climate Change Impacts on Soil Moisture and Groundwater Resources Within a Lake-Affected Region","2019","Water Resources Research","55","10","","8142","8163","21","30","10.1029/2018WR023822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074599558&doi=10.1029%2f2018WR023822&partnerID=40&md5=d8c82f600ca3ccadb93020e9452f60da","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074599558"
"Ravindranath A.; Devineni N.; Lall U.; Cook E.R.; Pederson G.; Martin J.; Woodhouse C.","Ravindranath, Arun (57192208812); Devineni, Naresh (25632037700); Lall, Upmanu (7007127326); Cook, Edward R. (57701962000); Pederson, Greg (7003993460); Martin, Justin (57188749647); Woodhouse, Connie (7101819226)","57192208812; 25632037700; 7007127326; 57701962000; 7003993460; 57188749647; 7101819226","Streamflow Reconstruction in the Upper Missouri River Basin Using a Novel Bayesian Network Model","2019","Water Resources Research","55","9","","7694","7716","22","12","10.1029/2019WR024901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072040002&doi=10.1029%2f2019WR024901&partnerID=40&md5=d256c92c0a695b97db7d843928d86440","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85072040002"
"Kreyenberg P.J.; Bauser H.H.; Roth K.","Kreyenberg, Philipp J. (57210748387); Bauser, Hannes H. (57192647572); Roth, Kurt (56000270000)","57210748387; 57192647572; 56000270000","Velocity Field Estimation on Density-Driven Solute Transport With a Convolutional Neural Network","2019","Water Resources Research","55","8","","7275","7293","18","12","10.1029/2019WR024833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071366683&doi=10.1029%2f2019WR024833&partnerID=40&md5=6f3e39eea5a3dbc820b4ff63845e42d9","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85071366683"
"Krapu C.; Borsuk M.; Kumar M.","Krapu, Christopher (57204116855); Borsuk, Mark (6603669002); Kumar, Mukesh (57226615224)","57204116855; 6603669002; 57226615224","Gradient-Based Inverse Estimation for a Rainfall-Runoff Model","2019","Water Resources Research","55","8","","6625","6639","14","7","10.1029/2018WR024461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070723136&doi=10.1029%2f2018WR024461&partnerID=40&md5=0b3eeef833de0a0171f3c9d146f7455d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070723136"
"Jiang P.; Kumar P.","Jiang, Peishi (57201701059); Kumar, Praveen (57192699674)","57201701059; 57192699674","Using Information Flow for Whole System Understanding From Component Dynamics","2019","Water Resources Research","55","11","","8305","8329","24","10","10.1029/2019WR025820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074779445&doi=10.1029%2f2019WR025820&partnerID=40&md5=98a7f210a2c8b0d947768b8d8af17ac3","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074779445"
"Harman C.J.","Harman, C.J. (55786568600)","55786568600","Age-Ranked Storage-Discharge Relations: A Unified Description of Spatially Lumped Flow and Water Age in Hydrologic Systems","2019","Water Resources Research","55","8","","7143","7165","22","23","10.1029/2017WR022304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071013599&doi=10.1029%2f2017WR022304&partnerID=40&md5=54ae2cb4b2383a06bfdf75247cafacbf","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85071013599"
"Teixeira Parente M.; Bittner D.; Mattis S.A.; Chiogna G.; Wohlmuth B.","Teixeira Parente, Mario (57211981356); Bittner, Daniel (57204287741); Mattis, Steven A. (56985959600); Chiogna, Gabriele (35108755600); Wohlmuth, Barbara (7004692405)","57211981356; 57204287741; 56985959600; 35108755600; 7004692405","Bayesian Calibration and Sensitivity Analysis for a Karst Aquifer Model Using Active Subspaces","2019","Water Resources Research","55","8","","7086","7107","21","18","10.1029/2019WR024739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070980857&doi=10.1029%2f2019WR024739&partnerID=40&md5=d6f6a7f66003ab41151c647481d4f301","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85070980857"
"Afshar M.H.; Yilmaz M.T.; Crow W.T.","Afshar, M.H. (57191905062); Yilmaz, M.T. (57191906140); Crow, W.T. (57210364968)","57191905062; 57191906140; 57210364968","Impact of Rescaling Approaches in Simple Fusion of Soil Moisture Products","2019","Water Resources Research","55","9","","7804","7825","21","11","10.1029/2019WR025111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072233508&doi=10.1029%2f2019WR025111&partnerID=40&md5=9554dd109c2a9bd6c6d4f2738b15a5ab","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072233508"
"Goyal A.; Morbidelli R.; Flammini A.; Corradini C.; Govindaraju R.S.","Goyal, Abhishek (57211405257); Morbidelli, Renato (6602739014); Flammini, Alessia (56269136800); Corradini, Corrado (55989043300); Govindaraju, Rao S. (7006929576)","57211405257; 6602739014; 56269136800; 55989043300; 7006929576","Estimation of Field-Scale Variability in Soil Saturated Hydraulic Conductivity From Rainfall-Runoff experiments","2019","Water Resources Research","55","9","","7902","7915","13","5","10.1029/2019WR025213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073792848&doi=10.1029%2f2019WR025213&partnerID=40&md5=0ef11a84fa26eaa6021a977f0d50c1e5","Article","Final","","Scopus","2-s2.0-85073792848"
"Talagala P.D.; Hyndman R.J.; Leigh C.; Mengersen K.; Smith-Miles K.","Talagala, Priyanga Dilini (57205738268); Hyndman, Rob J. (7006914313); Leigh, Catherine (25960170900); Mengersen, Kerrie (6603793565); Smith-Miles, Kate (55369980900)","57205738268; 7006914313; 25960170900; 6603793565; 55369980900","A Feature-Based Procedure for Detecting Technical Outliers in Water-Quality Data From In Situ Sensors","2019","Water Resources Research","55","11","","8547","8568","21","8","10.1029/2019WR024906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074797893&doi=10.1029%2f2019WR024906&partnerID=40&md5=676966c2da04ed8fa335576fddcf7bb0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074797893"
"Di Baldassarre G.; Sivapalan M.; Rusca M.; Cudennec C.; Garcia M.; Kreibich H.; Konar M.; Mondino E.; Mård J.; Pande S.; Sanderson M.R.; Tian F.; Viglione A.; Wei J.; Wei Y.; Yu D.J.; Srinivasan V.; Blöschl G.","Di Baldassarre, Giuliano (14120990400); Sivapalan, Murugesu (56223343300); Rusca, Maria (55307978200); Cudennec, Christophe (6603925381); Garcia, Margaret (57085662600); Kreibich, Heidi (8146124100); Konar, Megan (36623797700); Mondino, Elena (57201519727); Mård, Johanna (57204947821); Pande, Saket (16068916900); Sanderson, Matthew R. (24400153500); Tian, Fuqiang (7103096618); Viglione, Alberto (25824453700); Wei, Jing (56390386600); Wei, Yongping (21234590500); Yu, David J. (56245871600); Srinivasan, Veena (57195436488); Blöschl, Günter (7004862771)","14120990400; 56223343300; 55307978200; 6603925381; 57085662600; 8146124100; 36623797700; 57201519727; 57204947821; 16068916900; 24400153500; 7103096618; 25824453700; 56390386600; 21234590500; 56245871600; 57195436488; 7004862771","Sociohydrology: Scientific Challenges in Addressing the Sustainable Development Goals","2019","Water Resources Research","55","8","","6327","6355","28","170","10.1029/2018WR023901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070807919&doi=10.1029%2f2018WR023901&partnerID=40&md5=f74b956d0573a823713f92ba303912ee","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070807919"
"Tso C.-H.M.; Kuras O.; Binley A.","Tso, Chak-Hau Michael (57196483380); Kuras, Oliver (14014026700); Binley, Andrew (7004203549)","57196483380; 14014026700; 7004203549","On the Field Estimation of Moisture Content Using Electrical Geophysics: The Impact of Petrophysical Model Uncertainty","2019","Water Resources Research","55","8","","7196","7211","15","18","10.1029/2019WR024964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070991106&doi=10.1029%2f2019WR024964&partnerID=40&md5=93c50efa3e22d926445409f97bcfc73f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070991106"
"Colliander A.; Yang Z.; Mueller R.; Sandborn A.; Reichle R.; Crow W.; Entekhabi D.; Yueh S.","Colliander, Andreas (55925388300); Yang, Zhengwei (55716568000); Mueller, Rick (7402160625); Sandborn, Avery (56770136200); Reichle, Rolf (35498628900); Crow, Wade (57210364968); Entekhabi, Dara (35517567400); Yueh, Simon (7004444029)","55925388300; 55716568000; 7402160625; 56770136200; 35498628900; 57210364968; 35517567400; 7004444029","Consistency Between NASS Surveyed Soil Moisture Conditions and SMAP Soil Moisture Observations","2019","Water Resources Research","55","9","","7682","7693","11","8","10.1029/2018WR024475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071833665&doi=10.1029%2f2018WR024475&partnerID=40&md5=bb6693ce73db2f947df5775a0920869d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85071833665"
"Lee B.J.; Kim J.; Hur J.; Choi I.H.; Toorman E.A.; Fettweis M.; Choi J.W.","Lee, B.J. (56016052400); Kim, J. (57194534599); Hur, J. (7005096817); Choi, I.H. (55538900000); Toorman, E.A. (6602685320); Fettweis, M. (6603404718); Choi, J.W. (57194535416)","56016052400; 57194534599; 7005096817; 55538900000; 6602685320; 6603404718; 57194535416","Seasonal Dynamics of Organic Matter Composition and Its Effects on Suspended Sediment Flocculation in River Water","2019","Water Resources Research","55","8","","6968","6985","17","29","10.1029/2018WR024486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070839558&doi=10.1029%2f2018WR024486&partnerID=40&md5=3c904972faad899c60f7b8a9ace4d976","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85070839558"
"Li B.; Rodell M.; Kumar S.; Beaudoing H.K.; Getirana A.; Zaitchik B.F.; de Goncalves L.G.; Cossetin C.; Bhanja S.; Mukherjee A.; Tian S.; Tangdamrongsub N.; Long D.; Nanteza J.; Lee J.; Policelli F.; Goni I.B.; Daira D.; Bila M.; de Lannoy G.; Mocko D.; Steele-Dunne S.C.; Save H.; Bettadpur S.","Li, Bailing (56129901200); Rodell, Matthew (55999844600); Kumar, Sujay (56122626400); Beaudoing, Hiroko Kato (36107007100); Getirana, Augusto (23099730600); Zaitchik, Benjamin F. (6507498114); de Goncalves, Luis Gustavo (8370360900); Cossetin, Camila (57210885848); Bhanja, Soumendra (56797910500); Mukherjee, Abhijit (57309630000); Tian, Siyuan (55894577200); Tangdamrongsub, Natthachet (37054789100); Long, Di (7401958053); Nanteza, Jamiat (57190700458); Lee, Jejung (57203144591); Policelli, Frederick (33267901500); Goni, Ibrahim B. (36942704200); Daira, Djoret (36570099400); Bila, Mohammed (56856823900); de Lannoy, Gabriëlle (8282605900); Mocko, David (6602995001); Steele-Dunne, Susan C. (24340230300); Save, Himanshu (36060321300); Bettadpur, Srinivas (6602946476)","56129901200; 55999844600; 56122626400; 36107007100; 23099730600; 6507498114; 8370360900; 57210885848; 56797910500; 57309630000; 55894577200; 37054789100; 7401958053; 57190700458; 57203144591; 33267901500; 36942704200; 36570099400; 56856823900; 8282605900; 6602995001; 24340230300; 36060321300; 6602946476","Global GRACE Data Assimilation for Groundwater and Drought Monitoring: Advances and Challenges","2019","Water Resources Research","55","9","","7564","7586","22","147","10.1029/2018WR024618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071768642&doi=10.1029%2f2018WR024618&partnerID=40&md5=18decbe162bc5130bb6fdd64aa084b43","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071768642"
"Brunetti C.; Bianchi M.; Pirot G.; Linde N.","Brunetti, C. (57213076045); Bianchi, M. (57196602383); Pirot, G. (55536093400); Linde, N. (16646150300)","57213076045; 57196602383; 55536093400; 16646150300","Hydrogeological Model Selection Among Complex Spatial Priors","2019","Water Resources Research","55","8","","6729","6753","24","11","10.1029/2019WR024840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070754547&doi=10.1029%2f2019WR024840&partnerID=40&md5=b67fa64397cdda049753ac96d1827a8a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070754547"
"Iwalewa T.M.; Farnan I.","Iwalewa, T.M. (56033926500); Farnan, I. (56219080900)","56033926500; 56219080900","Coupling Radioactive Waste Glass Dissolution Measurements in Generic Groundwaters With Reactive Transport Modeling of Repository Scenarios","2019","Water Resources Research","55","10","","8010","8027","17","3","10.1029/2018WR024218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074259607&doi=10.1029%2f2018WR024218&partnerID=40&md5=10e96852abf4f11b1032296062609fe4","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074259607"
"Goetz J.; Brenning A.","Goetz, Jason (37049830100); Brenning, Alexander (15055395200)","37049830100; 15055395200","Quantifying Uncertainties in Snow Depth Mapping From Structure From Motion Photogrammetry in an Alpine Area","2019","Water Resources Research","55","9","","7772","7783","11","19","10.1029/2019WR025251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072047985&doi=10.1029%2f2019WR025251&partnerID=40&md5=61d4b23da2a630c847dad623ca193dec","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85072047985"
"Shokri A.; Walker J.P.; van Dijk A.I.J.M.; Pauwels V.R.N.","Shokri, Ashkan (55779268500); Walker, Jeffrey P. (55556606100); van Dijk, Albert I. J. M. (57210922256); Pauwels, Valentijn R. N. (6602152837)","55779268500; 55556606100; 57210922256; 6602152837","On the Use of Adaptive Ensemble Kalman Filtering to Mitigate Error Misspecifications in GRACE Data Assimilation","2019","Water Resources Research","55","9","","7622","7637","15","15","10.1029/2018WR024670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071776382&doi=10.1029%2f2018WR024670&partnerID=40&md5=3f75ddf0672b2db21e3cadb5f4773dbb","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85071776382"
"Comolli A.; Hakoun V.; Dentz M.","Comolli, Alessandro (57189989632); Hakoun, Vivien (55767322700); Dentz, Marco (6603638958)","57189989632; 55767322700; 6603638958","Mechanisms, Upscaling, and Prediction of Anomalous Dispersion in Heterogeneous Porous Media","2019","Water Resources Research","55","10","","8197","8222","25","26","10.1029/2019WR024919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074638860&doi=10.1029%2f2019WR024919&partnerID=40&md5=934d02ef9bcb32c73f74e85bcf6ddf1d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074638860"
"Maaß A.-L.; Schüttrumpf H.","Maaß, A.-L. (57202802445); Schüttrumpf, H. (6603467098)","57202802445; 6603467098","Reactivation of Floodplains in River Restorations: Long-Term Implications on the Mobility of Floodplain Sediment Deposits","2019","Water Resources Research","55","10","","8178","8196","18","8","10.1029/2019WR024983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074588824&doi=10.1029%2f2019WR024983&partnerID=40&md5=aaabb4a80a6799f505eaa0f2151b070a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074588824"
"Renard B.; Thyer M.","Renard, Benjamin (15835670200); Thyer, Mark (6602787645)","15835670200; 6602787645","Revealing Hidden Climate Indices from the Occurrence of Hydrologic Extremes","2019","Water Resources Research","55","9","","7662","7681","19","14","10.1029/2019WR024951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071928169&doi=10.1029%2f2019WR024951&partnerID=40&md5=ff30ceb64580488b22fbf706e6de202b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071928169"
"Bartels W.-B.; Rücker M.; Boone M.; Bultreys T.; Mahani H.; Berg S.; Hassanizadeh S.M.; Cnudde V.","Bartels, W.-B. (55957979100); Rücker, M. (56490225200); Boone, M. (55393650200); Bultreys, T. (56397077300); Mahani, H. (23971057900); Berg, S. (26636265100); Hassanizadeh, S.M. (7003438301); Cnudde, V. (8357226400)","55957979100; 56490225200; 55393650200; 56397077300; 23971057900; 26636265100; 7003438301; 8357226400","Imaging Spontaneous Imbibition in Full Darcy-Scale Samples at Pore-Scale Resolution by Fast X-ray Tomography","2019","Water Resources Research","55","8","","7072","7085","13","22","10.1029/2018WR024541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071012302&doi=10.1029%2f2018WR024541&partnerID=40&md5=4ec0ad2271f364f004ceff1da7e99409","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85071012302"
"Sang G.; Liu S.; Elsworth D.","Sang, Guijie (57190407205); Liu, Shimin (49964218500); Elsworth, Derek (7005281835)","57190407205; 49964218500; 7005281835","Water Vapor Sorption Properties of Illinois Shales Under Dynamic Water Vapor Conditions: Experimentation and Modeling","2019","Water Resources Research","55","8","","7212","7228","16","60","10.1029/2019WR024992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071029713&doi=10.1029%2f2019WR024992&partnerID=40&md5=a8992c6eda959ebb7c0e661df4926f7d","Article","Final","","Scopus","2-s2.0-85071029713"
"Cho E.; Jacobs J.M.; Jia X.; Kraatz S.","Cho, Eunsang (56019121300); Jacobs, Jennifer M. (7403557805); Jia, Xinhua (8977584600); Kraatz, Simon (8528600400)","56019121300; 7403557805; 8977584600; 8528600400","Identifying Subsurface Drainage using Satellite Big Data and Machine Learning via Google Earth Engine","2019","Water Resources Research","55","10","","8028","8045","17","22","10.1029/2019WR024892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074301469&doi=10.1029%2f2019WR024892&partnerID=40&md5=36ec45796397c2e71b00e3365abaa96a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074301469"
"Crosbie R.S.; Doble R.C.; Turnadge C.; Taylor A.R.","Crosbie, Russell S. (8237613500); Doble, Rebecca C. (14420829100); Turnadge, Chris (56451110100); Taylor, Andrew R. (55571172000)","8237613500; 14420829100; 56451110100; 55571172000","Constraining the Magnitude and Uncertainty of Specific Yield for Use in the Water Table Fluctuation Method of Estimating Recharge","2019","Water Resources Research","55","8","","7343","7361","18","23","10.1029/2019WR025285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071375194&doi=10.1029%2f2019WR025285&partnerID=40&md5=c94c6782c30576aa04bce825d663a3ec","Article","Final","","Scopus","2-s2.0-85071375194"
"Zhang Y.; Xue Z.","Zhang, Yi (57211357751); Xue, Ziqiu (8266529300)","57211357751; 8266529300","Deformation-Based Monitoring of Water Migration in Rocks Using Distributed Fiber Optic Strain Sensing: A Laboratory Study","2019","Water Resources Research","55","11","","8368","8383","15","16","10.1029/2019WR024795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074782592&doi=10.1029%2f2019WR024795&partnerID=40&md5=befe9025839f9078ccd6a313451d7bb3","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074782592"
