"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Roushangar K.; Ghasempour R.","Roushangar, Kiyoumars (53880403000); Ghasempour, Roghayeh (57223850690)","53880403000; 57223850690","Evaluation of the impact of channel geometry and rough elements arrangement in hydraulic jump energy dissipation via SVM","2019","Journal of Hydroinformatics","21","","","92","103","11","16","10.2166/hydro.2018.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061089709&doi=10.2166%2fhydro.2018.028&partnerID=40&md5=5f3c1c59d0c8fe9e735cf38696f90704","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85061089709"
"Park I.; Song C.G.","Park, Inhwan (57037653300); Song, Chang Geun (36912087900)","57037653300; 36912087900","Analysis of two-dimensional flow and pollutant transport induced by tidal currents in the Han River","2018","Journal of Hydroinformatics","20","3","","551","563","12","9","10.2166/hydro.2017.118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048806419&doi=10.2166%2fhydro.2017.118&partnerID=40&md5=83d3b919c70d75ad43cf2901da2be86c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048806419"
"Gao X.; Liu Y.; Sun B.","Gao, Xueping (55712066200); Liu, Yinzhu (57195393523); Sun, Bowen (56465272700)","55712066200; 57195393523; 56465272700","A joint-probabilistic programming method for water resources optimal allocation under uncertainty: A case study in the Beiyun River, China","2018","Journal of Hydroinformatics","20","2","","393","409","16","0","10.2166/hydro.2017.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045320899&doi=10.2166%2fhydro.2017.032&partnerID=40&md5=11545ca87ff4d262b71306202417b6e0","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85045320899"
"Sharghi E.; Nourani V.; Behfar N.","Sharghi, Elnaz (56071592200); Nourani, Vahid (13906150400); Behfar, Nazanin (57204140500)","56071592200; 13906150400; 57204140500","Earthfill dam seepage analysis using ensemble artificial intelligence based modeling","2018","Journal of Hydroinformatics","20","5","","1071","1084","13","58","10.2166/hydro.2018.151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054670204&doi=10.2166%2fhydro.2018.151&partnerID=40&md5=b65653fe2ded0420c05723170188b68a","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85054670204"
"Kim D.; Kwon H.; Giustolisi O.; Savic D.","Kim, Dongkyun (55742880800); Kwon, Hyunhan (13204608400); Giustolisi, Orazio (13907989600); Savic, Dragan (35580202000)","55742880800; 13204608400; 13907989600; 35580202000","Editorial: Current water challenges require holistic and global solutions","2018","Journal of Hydroinformatics","20","3","","533","534","1","4","10.2166/hydro.2018.000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048805501&doi=10.2166%2fhydro.2018.000&partnerID=40&md5=4e677c90a7f50b1e4f93dd095c64076e","IWA Publishing","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048805501"
"Zhang C.; Zecchin A.C.; Lambert M.F.; Gong J.; Simpson A.R.","Zhang, Chi (57200443426); Zecchin, Aaron C. (6506193289); Lambert, Martin F. (24923543300); Gong, Jinzhe (55355613100); Simpson, Angus R. (7402780493)","57200443426; 6506193289; 24923543300; 55355613100; 7402780493","Multi-stage parameter-constraining inverse transient analysis for pipeline condition assessment","2018","Journal of Hydroinformatics","20","2","","281","300","19","23","10.2166/hydro.2018.154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045307171&doi=10.2166%2fhydro.2018.154&partnerID=40&md5=ee1a6870b2af35c5c2698c704b646e62","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85045307171"
"Shin S.; Park H.","Shin, Sangmin (55257458200); Park, Heekyung (55928816500)","55257458200; 55928816500","Achieving cost-efficient diversification of water infrastructure system against uncertainty using modern portfolio theory","2018","Journal of Hydroinformatics","20","3","","739","750","11","9","10.2166/hydro.2018.240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048772851&doi=10.2166%2fhydro.2018.240&partnerID=40&md5=d0dee1bd2aef316620ac1514d77157b5","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048772851"
"Saadatpour M.; Afshar A.; Khoshkam H.","Saadatpour, Motahareh (18438271400); Afshar, Abbas (7005146256); Khoshkam, Helaleh (57210561271)","18438271400; 7005146256; 57210561271","Multi-objective multi-pollutant waste load allocation model for rivers using coupled archived simulated annealing algorithm with QUAL2Kw","2019","Journal of Hydroinformatics","21","3","","397","410","13","22","10.2166/hydro.2019.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065637952&doi=10.2166%2fhydro.2019.056&partnerID=40&md5=6d9697cb880c72f17981ac08154f3227","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85065637952"
"Dariane A.B.; Azimi Sh.","Dariane, A.B. (7801314582); Azimi, Sh. (57212322869)","7801314582; 57212322869","Streamflow forecasting by combining neural networks and fuzzy models using advanced methods of input variable selection","2018","Journal of Hydroinformatics","20","2","","520","532","12","37","10.2166/hydro.2017.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045343144&doi=10.2166%2fhydro.2017.076&partnerID=40&md5=c3a960aefd2a0a203b62d6f3aa50f275","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85045343144"
"Willkommen S.; Pfannerstill M.; Guse B.; Ulrich U.; Fohrer N.","Willkommen, Sandra (57200672643); Pfannerstill, Matthias (55037354200); Guse, Björn (35223277300); Ulrich, Uta (55340791200); Fohrer, Nicola (8302999900)","57200672643; 55037354200; 35223277300; 55340791200; 8302999900","PondR: a process-oriented model to simulate the hydrology of drainage ponds","2018","Journal of Hydroinformatics","20","1","","177","190","13","5","10.2166/hydro.2017.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042169764&doi=10.2166%2fhydro.2017.038&partnerID=40&md5=4ba243bf73f02f8349b7422239217b83","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85042169764"
"Xie X.; Zhou Q.; Hou D.; Zhang H.","Xie, Xiang (56982175600); Zhou, Quan (57204933080); Hou, Dibo (7103150808); Zhang, Hongjian (7409194439)","56982175600; 57204933080; 7103150808; 7409194439","Compressed sensing based optimal sensor placement for leak localization in water distribution networks","2018","Journal of Hydroinformatics","20","6","","1286","1295","9","14","10.2166/hydro.2017.145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057993084&doi=10.2166%2fhydro.2017.145&partnerID=40&md5=e36e9d73234caef2d98bf6f1b0ec8fcd","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057993084"
"Chinnasamy P.; Ganapathy R.","Chinnasamy, Pennan (57155075600); Ganapathy, Revathi (57204149491)","57155075600; 57204149491","Long-term variations in water storage in Peninsular Malaysia","2018","Journal of Hydroinformatics","20","5","","1180","1190","10","16","10.2166/hydro.2017.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051266586&doi=10.2166%2fhydro.2017.043&partnerID=40&md5=5bb80053fa2ff693ff31bd9be245f4c2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85051266586"
"Alabyan A.M.; Lebedeva S.V.","Alabyan, Andrei M. (6602420135); Lebedeva, Serafima V. (57191883695)","6602420135; 57191883695","Flow dynamics in large tidal delta of the Northern Dvina River: 2D simulation","2018","Journal of Hydroinformatics","20","4","","798","814","16","17","10.2166/hydro.2018.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051369948&doi=10.2166%2fhydro.2018.051&partnerID=40&md5=29a2768d734b5f813d33dd482839844f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85051369948"
"Roy D.K.; Datta B.","Roy, Dilip Kumar (57191596678); Datta, Bithin (7102013163)","57191596678; 7102013163","Trained meta-models and evolutionary algorithm based multi-objective management of coastal aquifers under parameter uncertainty","2018","Journal of Hydroinformatics","20","6","","1247","1267","20","14","10.2166/hydro.2018.087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057983120&doi=10.2166%2fhydro.2018.087&partnerID=40&md5=d025b12f4897fc3711a65e1ce2b93abb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057983120"
"Yao J.; Ren Y.; Wei S.; Pei W.","Yao, Jiping (57195933620); Ren, Yongtai (57195926196); Wei, Shuai (57200672505); Pei, Wei (57113137600)","57195933620; 57195926196; 57200672505; 57113137600","Assessing the complex adaptability of regional water security systems based on a unified co-evolutionary model","2018","Journal of Hydroinformatics","20","1","","117","133","16","5","10.2166/hydro.2017.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042167043&doi=10.2166%2fhydro.2017.040&partnerID=40&md5=c46579f4c7257c97f18f25aa16fe1f1e","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85042167043"
"Deng X.; Li F.; Zhao Y.; Li S.","Deng, Xiyuan (57195962334); Li, Fawen (18234145800); Zhao, Yong (57254285600); Li, Shaofei (7409237269)","57195962334; 18234145800; 57254285600; 7409237269","Regulation of deep groundwater based on MODFLOW in the water intake area of the South-to-North Water Transfer Project in Tianjin, China","2018","Journal of Hydroinformatics","20","4","","989","1007","18","10","10.2166/hydro.2018.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069629245&doi=10.2166%2fhydro.2018.126&partnerID=40&md5=d7232bb860ecfe797c4bbf7d2979c3b7","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85069629245"
"Armand H.; Stoianov I.; Graham N.","Armand, Hooman (56825916000); Stoianov, Ivan (23971798600); Graham, Nigel (55903712800)","56825916000; 23971798600; 55903712800","Impact of network sectorisation on water quality management","2018","Journal of Hydroinformatics","20","2","","424","439","15","11","10.2166/hydro.2017.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045334526&doi=10.2166%2fhydro.2017.072&partnerID=40&md5=f96f54a67c753e6f9b96eae880746a91","IWA Publishing","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85045334526"
"Rubinato M.; Lee S.; Martins R.; Shucksmith J.D.","Rubinato, Matteo (55813639900); Lee, Seungsoo (55583318300); Martins, Ricardo (56637659700); Shucksmith, James (15754878800)","55813639900; 55583318300; 56637659700; 15754878800","Surface to sewer flow exchange through circular inlets during urban flood conditions","2018","Journal of Hydroinformatics","20","3","","564","576","12","44","10.2166/hydro.2018.127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048843473&doi=10.2166%2fhydro.2018.127&partnerID=40&md5=7dabf11cbf25c626e0f317a698060a7d","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85048843473"
"Mehrparvar M.; Asghari K.","Mehrparvar, M. (56993552900); Asghari, K. (24342941300)","56993552900; 24342941300","Modular optimized data assimilation and support vector machine for hydrologic modeling","2018","Journal of Hydroinformatics","20","3","","728","738","10","10","10.2166/hydro.2018.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048824587&doi=10.2166%2fhydro.2018.009&partnerID=40&md5=fc9f02920e54633af19b0b221493065e","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048824587"
"Abuzied S.M.; Mansour B.M.H.","Abuzied, Sara M. (57189662023); Mansour, Basma M.H. (56811050200)","57189662023; 56811050200","Geospatial hazard modeling for the delineation of flash flood-prone zones in Wadi Dahab basin, Egypt","2019","Journal of Hydroinformatics","21","","","180","206","26","27","10.2166/hydro.2018.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061100400&doi=10.2166%2fhydro.2018.043&partnerID=40&md5=fa59487064badd9dc9e0e98ef375953a","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85061100400"
"Bartosz S.; Kiczko A.; Studzinski J.; Daabek L.","Bartosz, Szelag (57204147811); Kiczko, Adam (37090721000); Studzinski, Jan (6602587271); Daabek, Lidia (57204143255)","57204147811; 37090721000; 6602587271; 57204143255","Hydrodynamic and probabilistic modelling of storm overflow discharges","2018","Journal of Hydroinformatics","20","5","","1100","1110","10","7","10.2166/hydro.2018.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054668151&doi=10.2166%2fhydro.2018.005&partnerID=40&md5=5e7254f3034a26c1dfccdf2d1853f829","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85054668151"
"Chadalawada J.; Babovic V.","Chadalawada, Jayashree (55574997700); Babovic, Vladan (6701799430)","55574997700; 6701799430","Review and comparison of performance indices for automatic model induction","2019","Journal of Hydroinformatics","21","","","13","31","18","26","10.2166/hydro.2017.078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061080633&doi=10.2166%2fhydro.2017.078&partnerID=40&md5=322d801988457e58e55d7294e0167c99","IWA Publishing","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85061080633"
"Yamashkin S.; Radovanovic M.; Yamashkin A.; Vukovic D.","Yamashkin, Stanislav (9133286400); Radovanovic, Milan (36857692600); Yamashkin, Anatoliy (57110449800); Vukovic, Darko (57031563800)","9133286400; 36857692600; 57110449800; 57031563800","Using ensemble systems to study natural processes","2018","Journal of Hydroinformatics","20","4","","753","765","12","11","10.2166/hydro.2018.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051400627&doi=10.2166%2fhydro.2018.076&partnerID=40&md5=95bbb87ac62d39ce08a4eb585652f745","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85051400627"
"Tuyls D.M.; Thorndahl S.; Rasmussen M.R.","Tuyls, Damian Murla (57204077790); Thorndahl, Søren (23096014700); Rasmussen, Michael R. (7103376306)","57204077790; 23096014700; 7103376306","Return period assessment of urban pluvial floods through modelling of rainfall–flood response","2018","Journal of Hydroinformatics","20","4","","829","845","16","7","10.2166/hydro.2018.133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054422062&doi=10.2166%2fhydro.2018.133&partnerID=40&md5=b7c094051bb288868ab1b4531085bc5c","IWA Publishing","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85054422062"
"Kim J.-C.; Jung H.-S.; Lee S.","Kim, Jeong-Cheol (56514319700); Jung, Hyung-Sup (36124919500); Lee, Saro (7601413342)","56514319700; 36124919500; 7601413342","Groundwater productivity potential mapping using frequency ratio and evidential belief function and artificial neural network models: Focus on topographic factors","2018","Journal of Hydroinformatics","20","6","","1436","1451","15","25","10.2166/hydro.2018.120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055508375&doi=10.2166%2fhydro.2018.120&partnerID=40&md5=65b6fc9c3ca50b3b05e49e817d410e8f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85055508375"
"Huang Y.; Qin X.S.","Huang, Y. (57221274520); Qin, X.S. (7202154926)","57221274520; 7202154926","Uncertainty assessment of flood inundation modeling with a 1D/2D random field","2018","Journal of Hydroinformatics","20","5","","1148","1162","14","1","10.2166/hydro.2017.219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054619468&doi=10.2166%2fhydro.2017.219&partnerID=40&md5=1ebfb71cfdd37b2f75683e33ce185ff7","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85054619468"
"Moridi A.","Moridi, Ali (23091519600)","23091519600","A bankruptcy method for pollution load reallocation in river systems","2019","Journal of Hydroinformatics","21","","","45","55","10","17","10.2166/hydro.2018.156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061091083&doi=10.2166%2fhydro.2018.156&partnerID=40&md5=97a76663f76c66d19236ef5b728838f2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85061091083"
"Myrans J.; Everson R.; Kapelan Z.","Myrans, Joshua (57192113650); Everson, Richard (7006615147); Kapelan, Zoran (8273940200)","57192113650; 7006615147; 8273940200","Automated detection of fault types in CCTV sewer surveys","2019","Journal of Hydroinformatics","21","","","153","163","10","25","10.2166/hydro.2018.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061086352&doi=10.2166%2fhydro.2018.073&partnerID=40&md5=afc79494f2ee0c49158b1fa2ed270e47","IWA Publishing","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85061086352"
"Anwar S.","Anwar, Shadab (57197135544)","57197135544","A generalized model for pumping well hydraulics in confined aquifers","2018","Journal of Hydroinformatics","20","5","","1085","1099","14","3","10.2166/hydro.2018.158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054675013&doi=10.2166%2fhydro.2018.158&partnerID=40&md5=eb429ac0222aa26f2ab60aa41ec98207","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85054675013"
"Lu J.; Chen X.; Zhang L.; Sauvage S.; Sćnchez-Pérez J.-M.","Lu, Jianzhong (57364004000); Chen, Xiaoling (35232545900); Zhang, Ling (57196127680); Sauvage, Sabine (7005196699); Sćnchez-Pérez, José-Miguel (57204148160)","57364004000; 35232545900; 57196127680; 7005196699; 57204148160","Water balance assessment of an ungauged area in Poyang Lake watershed using a spatially distributed runoff coefficient model","2018","Journal of Hydroinformatics","20","5","","1009","1024","15","20","10.2166/hydro.2018.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054635816&doi=10.2166%2fhydro.2018.017&partnerID=40&md5=0297ff903572a967128ee39e74cdcc13","IWA Publishing","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85054635816"
"Limos A.G.; Mallari K.J.B.; Baek J.; Kim H.; Hong S.; Yoon J.","Limos, Aviva Gabriel (57202585730); Mallari, Kristine Joy Bernardo (56165423100); Baek, Jongrak (57188967889); Kim, Hwansuk (56174005200); Hong, Seungwan (57202572907); Yoon, Jaeyoung (55263973500)","57202585730; 56165423100; 57188967889; 56174005200; 57202572907; 55263973500","Assessing the significance of evapotranspiration in green roof modeling by SWMM","2018","Journal of Hydroinformatics","20","3","","588","596","8","10","10.2166/hydro.2018.130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048765164&doi=10.2166%2fhydro.2018.130&partnerID=40&md5=b5f70e8e4fcaca4a13829ebdf587c8b1","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048765164"
"Al-Abadi A.M.; Al-Bhadili S.A.; Al-Ghanimy M.A.","Al-Abadi, Alaa M. (35486775400); Al-Bhadili, Suaad A. (57201590499); Al-Ghanimy, Maitham A. (57201587624)","35486775400; 57201590499; 57201587624","A comparative assessment of fuzzy logic and evidential belief function models for mapping artesian zone boundary in an arid region, Iraq","2018","Journal of Hydroinformatics","20","2","","497","519","22","3","10.2166/hydro.2017.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045295867&doi=10.2166%2fhydro.2017.022&partnerID=40&md5=e8afc10c0258976fa162bf35baca6ab5","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85045295867"
"Antunes A.; Andrade-Campos A.; Sardinha-Lourenço A.; Oliveira M.S.","Antunes, A. (57220011127); Andrade-Campos, A. (6507668318); Sardinha-Lourenço, A. (57200496583); Oliveira, M.S. (57676096500)","57220011127; 6507668318; 57200496583; 57676096500","Short-term water demand forecasting using machine learning techniques","2018","Journal of Hydroinformatics","20","6","","1343","1366","23","35","10.2166/hydro.2018.163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057978717&doi=10.2166%2fhydro.2018.163&partnerID=40&md5=fabfc2a50db763f41d4f573f2bab313d","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057978717"
"Londra P.; Kargas G.","Londra, P. (23012493200); Kargas, G. (8316463300)","23012493200; 8316463300","Evaluation of hydrodynamic characteristics of porous media from one-step outflow experiments using RETC code","2018","Journal of Hydroinformatics","20","3","","699","707","8","9","10.2166/hydro.2018.148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047846914&doi=10.2166%2fhydro.2018.148&partnerID=40&md5=df22273dfeaf838480568054ab9fc96c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85047846914"
"Farajzadeh J.; Alizadeh F.","Farajzadeh, Jamileh (56418685400); Alizadeh, Farhad (56925036400)","56418685400; 56925036400","A hybrid linear–nonlinear approach to predict the monthly rainfall over the Urmia Lake watershed using wavelet-SARIMAX-LSSVM conjugated model","2018","Journal of Hydroinformatics","20","1","","221","231","10","37","10.2166/hydro.2017.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042168934&doi=10.2166%2fhydro.2017.013&partnerID=40&md5=f39479fbf4d3b69682dbdfcdefab91d5","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85042168934"
"Kheirabadi H.; Noori R.; Samani J.M.V.; Adamowski J.F.; Ranjbar M.H.; Zaker N.H.","Kheirabadi, Hassan (57204930205); Noori, Roohollah (26030017400); Samani, Jamal M. V. (6603430359); Adamowski, Jan Franklin (57217779740); Ranjbar, Mohammad Hassan (57191826241); Zaker, Naser Hajizadeh (57197920122)","57204930205; 26030017400; 6603430359; 57217779740; 57191826241; 57197920122","A reduced-order model for the regeneration of surface currents in Gorgan Bay, Iran","2018","Journal of Hydroinformatics","20","6","","1419","1435","16","11","10.2166/hydro.2018.149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057954135&doi=10.2166%2fhydro.2018.149&partnerID=40&md5=c9d8cd813e9227bb03d4a27e88c25200","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057954135"
"Lee M.-H.; Bae D.-H.","Lee, Moon-Hwan (56571628800); Bae, Deg-Hyo (7102723258)","56571628800; 7102723258","Uncertainty assessment of future projections on water resources according to climate downscaling and hydrological models","2018","Journal of Hydroinformatics","20","3","","597","607","10","6","10.2166/hydro.2018.132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048738880&doi=10.2166%2fhydro.2018.132&partnerID=40&md5=11bd1ec43263b0524ad187eefd439acf","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85048738880"
"Komasi M.; Sharghi S.; Safavi H.R.","Komasi, Mehdi (26027041300); Sharghi, Soroush (57189058984); Safavi, Hamid R. (26434857900)","26027041300; 57189058984; 26434857900","Wavelet and cuckoo search-support vector machine conjugation for drought forecasting using Standardized Precipitation Index (case study: Urmia Lake, Iran)","2018","Journal of Hydroinformatics","20","4","","975","988","13","26","10.2166/hydro.2018.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068077238&doi=10.2166%2fhydro.2018.115&partnerID=40&md5=45bbfd0832aa8a23453cac1f9aaf6ddb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85068077238"
"Sankary N.; Ostfeld A.","Sankary, Nathan (56709591700); Ostfeld, Avi (7005595203)","56709591700; 7005595203","Analyzing multi-variate water quality signals for water quality monitoring station placement in water distribution systems","2018","Journal of Hydroinformatics","20","6","","1323","1342","19","4","10.2166/hydro.2018.162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057980875&doi=10.2166%2fhydro.2018.162&partnerID=40&md5=c612358031ba7180dc0a3c151d57e8dd","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057980875"
"Cea L.; Bermúdez M.; Puertas J.; Bladé E.; Corestein G.; Escolano E.; Conde A.; Bockelmann-Evans B.; Ahmadian R.","Cea, L. (15829133400); Bermúdez, M. (36160139700); Puertas, J. (6603652008); Bladé, E. (24464391700); Corestein, G. (55192476400); Escolano, E. (14028161100); Conde, A. (57220527342); Bockelmann-Evans, B. (16201788000); Ahmadian, R. (35489998100)","15829133400; 36160139700; 6603652008; 24464391700; 55192476400; 14028161100; 57220527342; 16201788000; 35489998100","IberWQ: New simulation tool for 2D water quality modelling in rivers and shallow estuaries","2016","Journal of Hydroinformatics","18","5","","816","830","14","33","10.2166/hydro.2016.235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989963136&doi=10.2166%2fhydro.2016.235&partnerID=40&md5=f5ec84e848e24097364aac191cf4dedb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84989963136"
"Rangel H.R.; Puig V.; Farias R.L.; Flores J.J.","Rangel, Hector Rodriguez (56684289000); Puig, Vicenç (35238237400); Farias, Rodrigo Lopez (57201854596); Flores, Juan J. (7202519777)","56684289000; 35238237400; 57201854596; 7202519777","Short-term demand forecast using a bank of neural network models trained using genetic algorithms for the optimal management of drinking water networks","2017","Journal of Hydroinformatics","19","1","","1","16","15","20","10.2166/hydro.2016.199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013102396&doi=10.2166%2fhydro.2016.199&partnerID=40&md5=5e140d42c600099f886e1ce8848a6005","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85013102396"
"Piemonti A.D.; Macuga K.L.; Babbar-Sebens M.","Piemonti, Adriana D. (55958151000); Macuga, Kristen L. (6506303157); Babbar-Sebens, Meghna (25521149700)","55958151000; 6506303157; 25521149700","Usability evaluation of an interactive decision support system for user-guided design of scenarios of watershed conservation practices","2017","Journal of Hydroinformatics","19","5","","701","718","17","7","10.2166/hydro.2017.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020489329&doi=10.2166%2fhydro.2017.017&partnerID=40&md5=c738063c8362300c1ae542b6b853b864","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85020489329"
"Martins R.; Leandro J.; Chen A.S.; Djordjević S.","Martins, Ricardo (56637659700); Leandro, Jorge (25622191700); Chen, Albert S. (57193002441); Djordjević, Slobodan (54945287200)","56637659700; 25622191700; 57193002441; 54945287200","A comparison of three dual drainage models: Shallow water vs local inertial vs diffusive wave","2017","Journal of Hydroinformatics","19","3","","331","348","17","35","10.2166/hydro.2017.075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018781473&doi=10.2166%2fhydro.2017.075&partnerID=40&md5=30bc6bd6605c5873785ff8dce12eab48","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85018781473"
"Macchione F.; Costabile P.; Costanzo C.; Lorenzo G.D.; Razdar B.","Macchione, Francesco (6602328760); Costabile, Pierfranco (26031308800); Costanzo, Carmelina (56354509300); Lorenzo, Gianluca De (57197422405); Razdar, Babak (57190016338)","6602328760; 26031308800; 56354509300; 57197422405; 57190016338","Dam breach modelling: Influence on downstream water levels and a proposal of a physically based module for flood propagation software","2016","Journal of Hydroinformatics","18","4","","615","633","18","20","10.2166/hydro.2015.250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976489698&doi=10.2166%2fhydro.2015.250&partnerID=40&md5=d8d2a53d81943294cc9181affe80ba5e","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84976489698"
